District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
8901,2014,22271737,17946071,1656323,213752,4851484,4552103,11430581,11430581
8901,2015,31277376,19010964,1710306,297355,5275544,5228093,11938390,11938390
8901,2016,23628341,19591135,1808553,315596,6283848,5950286,11973968,11973968
8901,2017,30855699,21185469,1987204,349512,6733226,6640178,12729941,12729941
8901,2018,26295729,21648467,2174437,351930,6723394,6280414,13495053,13495053
8901,2019,27985247,23247339,2421608,549349,6531366,6197142,14490377,14490377
8902,2005,25823227,16189763,2839496,3477,8802288,7674366,7271406,7271406
8902,2006,25855229,18326454,2899498,5933,9201471,8065903,8755487,8755487
8902,2007,46101014,21254897,2509291,0,10061926,8740946,10778425,10778425
8902,2008,28774933,20948493,2934685,21198,11314905,9842005,8889187,8889187
8902,2009,26508086,20458229,2206639,133245,9683451,9236293,9894547,9894547
8902,2010,27599834,21008970,3401579,223126,8895420,8742569,10582075,10582075
8902,2011,27254074,20946554,3259799,194287,9177601,9062245,10456716,10456716
8902,2012,31444504,20870084,2756152,279576,8926463,8731713,10595430,10595430
8902,2013,26698642,20989867,2550519,356168,8317244,8020773,10979269,10979269
8902,2014,27959974,21913104,2437692,357705,8858983,8421155,11154742,11154742
8902,2015,28107380,22113095,2493447,349858,9103172,8774543,11353101,11353101
8902,2016,39473199,23831035,2797050,360592,10046244,9845437,11105465,11105465
8902,2017,37134440,23556892,3058704,390968,9908366,9711861,11774126,11774126
8902,2018,33607449,25524025,2918415,315279,9819173,9471910,12715281,12715281
8902,2019,34100069,26048010,3487173,386010,8789374,8601528,14940501,14940501
8903,2005,9183965,7644810,395496,0,2011304,1906659,5152876,5152876
8903,2006,8838949,7416142,413186,0,974231,863577,5865288,5865288
8903,2007,12982782,7541432,393926,0,2417348,2290656,4772376,4772376
8903,2008,8407563,6966703,395968,0,2411116,2286417,4130946,4130946
8903,2009,9212280,7154511,672073,1693,2429608,2303272,3652085,3652085
8903,2010,10777675,8470171,1036063,24023,3217173,3175144,3419082,3419082
8903,2011,10150630,7508765,1257543,4513,3646479,3611047,3418080,3418080
8903,2012,15787367,7144103,900398,46948,3331489,3266293,3002432,3002432
8903,2013,8913314,6869504,696164,8102,3236403,3215608,3291106,3291106
8903,2014,9465416,7338403,793842,121294,3459227,3379069,3438791,3438791
8903,2015,16972639,7833076,977278,233661,3988126,3954430,3246698,3246698
8903,2016,10874753,8591109,965271,208186,4969919,4794183,2916469,2916469
8903,2017,13573250,7722360,1043051,283527,4257092,4230235,2728804,2728804
8903,2018,11162388,8999432,1126605,378157,5119564,5095027,2954317,2954317
8903,2019,11673554,9282826,1045140,286548,5374567,5231055,3155691,3155691
9901,2005,12406258,10303451,1756431,97107,6898757,6695812,2779115,2779115
9901,2006,12949138,10737434,1869596,84218,6922834,6724718,3016682,3016682
9901,2007,14793464,11821873,2018653,101698,7847613,7691791,2977334,2977334
9901,2008,15856409,11951077,1956775,108844,8372192,8179170,2632665,2632665
9901,2009,16235834,12019508,2252915,82875,8312280,8010817,2626645,2626645
9901,2010,17317881,11582867,3695884,128810,8061759,7904488,2743160,2743160
9901,2011,38523123,12023149,3293367,302604,8081720,7929192,2965792,2965792
9901,2012,16638634,11801166,3249357,269371,8083011,8010502,2809364,2809364
9901,2013,15921588,11827776,2403629,220584,8274267,8109901,2802411,2802411
9901,2014,16731252,12624507,2446983,246648,8914717,8744362,2893624,2893624
9901,2015,17087625,13162490,2352772,208820,9255226,9154841,2814117,2814117
9901,2016,17708235,13558167,2420600,181367,9894705,9715466,2868185,2868185
9901,2017,18585312,14721746,2418812,170097,10806760,10562436,3228104,3228104
9901,2018,19219961,15305895,2388924,262883,10972879,10828598,3310944,3310944
9901,2019,19862309,15777628,2925005,628266,10854826,10704991,3370486,3370486
10901,2005,3651649,3235288,266983,0,1534066,1483377,1487290,1487290
10901,2006,4397650,3993718,261969,0,1998961,1950365,1724986,1724986
10901,2007,4474903,4108875,256947,0,1961945,1942819,1821930,1821930
10901,2008,4349798,2451986,257454,0,2021070,2008254,1556837,48896
10901,2009,4643963,4201666,317992,0,2178571,2177263,1728956,1728956
10901,2010,4191299,3590361,465032,0,1503979,1487288,1828419,1828419
10901,2011,4254459,3738621,385920,0,1332151,1321669,2104308,2104308
10901,2012,3920429,3503432,317027,0,1112367,1111381,2150165,2150165
10901,2013,3019844,2659912,234134,0,312944,312059,2139822,2139787
10901,2014,3462511,3029708,264333,0,555973,512634,2291991,2291991
10901,2015,3614203,3210839,286213,0,612457,593593,2300831,2300831
10901,2016,3938233,3454352,372763,0,903797,891936,2344637,2344637
10901,2017,4447128,4006279,328840,0,752410,720900,2458155,2458155
10901,2018,4631732,4164547,343405,0,925455,899678,2541401,2541401
10901,2019,4947193,3955496,388738,0,1001160,960154,2564243,2564243
10902,2005,21838313,17072980,1894498,41092,6085978,5784849,9750967,9750967
10902,2006,22258026,17208866,2191514,174415,5403265,5032419,10679480,10679480
10902,2007,25041039,19594272,2363580,290323,6396535,5978529,11753967,11753967
10902,2008,25411097,20225788,1871345,6877,8286129,7948038,10612087,10612087
10902,2009,25943805,20660960,2006170,21460,7964416,7556630,11656688,11656688
10902,2010,26123821,20629796,3155181,756569,5716845,5594567,12996104,12996104
10902,2011,51180773,20186744,3109427,36562,5133383,4970823,13732368,13732368
10902,2012,24240037,18719710,2705768,54333,3629615,3543892,13936815,13936815
10902,2013,22936106,17907813,2093370,19761,2765970,2516059,14221593,14221593
10902,2014,22859059,18103877,2052584,15951,2849430,2653255,14251888,14251888
10902,2015,22486472,17998282,1971157,91076,2115544,2010164,14703569,14703569
10902,2016,24070145,19329189,2191060,356496,2477136,2199509,14887467,14887467
10902,2017,25850430,21425220,1984884,108961,2364283,2306176,15260936,15260936
10902,2018,24160529,19370943,2497247,504236,2106547,2008061,15785727,15785727
10902,2019,26066547,20745081,2510827,249577,1786461,1687951,15058886,15058886
11901,2005,83025570,47429005,7342554,217150,17011010,15423270,29216280,29216280
11901,2006,67528059,50020905,7355244,191509,17757515,16137337,30656226,30656226
11901,2007,77378971,56046111,8191299,188453,24658958,22318021,29942904,29942904
11901,2008,84623657,57907749,8075896,154715,31385822,28754269,25327758,25327758
11901,2009,85907387,59368632,9021351,150127,31625963,29030418,26806272,26806272
11901,2010,93733971,59948020,16208963,204361,31181698,29101284,27324020,27324020
11901,2011,95525411,62627745,15847175,179445,33220240,31319394,27868607,27868607
11901,2012,106802903,64594958,14755675,140357,31740451,29479273,29202635,29202635
11901,2013,134685650,66821422,12528149,1637329,35013514,33460818,28510783,28510783
11901,2014,100628481,73335060,11862321,1497829,38941588,37786944,30511741,30511741
11901,2015,176319478,77882536,12395763,1128051,42038351,40462133,32128169,32128169
11901,2016,157418781,82761754,14521621,1478600,45593042,43301521,34106468,34106468
11901,2017,134896146,85249739,10579655,1693546,45286551,43992650,35042254,35042254
11901,2018,119774480,91278600,10537338,1725863,47774335,46004187,38673583,38673583
11901,2019,127773448,95735709,14766560,2610687,48228420,46503497,40997146,40997146
11902,2005,40434794,20663372,2263113,13253,10340976,9883648,9499491,9499491
11902,2006,29349329,21841448,2717934,13907,10913993,10360622,10005128,10005128
11902,2007,41910846,24406452,2588496,2617,13318590,12724123,9892875,9892875
11902,2008,35332846,26073370,2764056,0,16464877,15633570,8417656,8417656
11902,2009,37645626,27180980,3472311,0,16639497,16048443,9204716,9204716
11902,2010,39171019,27313234,5397712,0,16950154,16238078,9111928,9111928
11902,2011,42029492,27614649,6830281,10895,16775898,16372806,9183663,9183663
11902,2012,50539067,30691830,4806762,82930,17851874,17610532,10101506,10101506
11902,2013,52903845,31689461,4092517,56112,19625032,19430606,10285090,10285090
11902,2014,55440344,34289769,4288352,307837,22201747,21490992,10478467,10478467
11902,2015,49061450,36971013,5132038,433805,23974422,23344964,10881872,10881872
11902,2016,60371486,38681192,6032619,495663,24601055,24255534,11630796,11630796
11902,2017,82384009,44049169,7237166,606604,24495475,24203094,12611192,12611192
11902,2018,62089980,48199730,7014922,657289,23539085,23335567,14272819,14272819
11902,2019,60943294,46768492,7491335,1173551,24204935,23510244,15626669,15626669
11904,2005,15747525,12245029,1220301,40948,5451788,5234585,6215734,6215734
11904,2006,25484607,12764368,1021277,29126,5604457,5345924,6606156,6606156
11904,2007,16742168,13144351,1065900,33557,5932193,5639478,6512156,6512156
11904,2008,16628988,13019211,1262570,31439,6675262,6390548,5339693,5339693
11904,2009,15883729,12429464,1209901,44460,6182181,5947410,5730320,5730320
11904,2010,21492838,12354575,1956954,7432,5810527,5704357,5898836,5898836
11904,2011,16492707,12841666,1833495,72181,6131678,6020626,6070872,6070872
11904,2012,17553578,13763157,1843894,112497,5813736,5649877,6866495,6866495
11904,2013,17645305,14075450,1692734,112437,6702324,6589918,6718033,6718033
11904,2014,19207265,15609166,1935714,365266,7441629,7348863,7148551,7148551
11904,2015,27282878,16040279,1929165,369294,7492242,7273497,7631284,7631284
11904,2016,20570678,17151204,2140364,512429,7828033,7691317,7922460,7922460
11904,2017,20383389,17315006,2180995,486293,7815490,7740459,8262848,8262848
11904,2018,21292402,17089251,2099472,514854,6589781,6220427,9363017,9363017
11904,2019,22930102,18015478,2234126,634672,7132875,6552478,9735715,9735715
11905,2005,2447750,2020641,245456,0,1065047,1028118,763058,763058
11905,2006,2443290,1980034,283862,8890,1072525,1030437,815527,815527
11905,2007,2546659,2113205,261880,0,1086131,1065063,798170,798170
11905,2008,2180473,1768718,243990,0,921053,898242,683315,683315
11905,2009,2372618,1935525,280654,0,963942,937389,792346,792346
11905,2010,2393912,1813989,444958,8500,901502,888666,718891,718891
11905,2011,3539455,1745623,400307,0,910013,894603,721919,721919
11905,2012,2281279,1832731,309137,0,975266,953338,759213,759213
11905,2013,2421054,1997590,296699,0,1140603,1131812,739844,739844
11905,2014,2412878,1994818,270389,0,1086382,1053929,785262,785262
11905,2015,2450769,2048623,274601,20995,1134686,1128527,770327,770327
11905,2016,2871266,2373085,293747,17275,1290285,1244859,810588,810588
11905,2017,3764647,3266938,328727,15476,2203617,2179712,870543,870543
11905,2018,4589713,3918469,366301,0,2159801,2059933,968542,968542
11905,2019,4544544,3942613,392894,15243,2624609,2615377,1100452,1100452
12901,2005,6588446,5587951,469061,14794,3300622,3229578,1893100,1893100
12901,2006,6877624,5909583,481188,23021,3311883,3246776,2036920,2036920
12901,2007,8400174,7391623,444804,23519,3638049,3560718,2052639,2052639
12901,2008,6651078,5733931,449280,12183,3643842,3601657,1544974,1544974
12901,2009,6866171,5895657,451345,23757,3700072,3565909,1603935,1603935
12901,2010,6952411,5621351,1224461,51673,3699426,3669506,1524558,1524558
12901,2011,6712394,5758162,899359,64529,3721783,3707311,1586943,1586943
12901,2012,6433522,5581381,732663,50160,3576479,3500985,1580563,1580563
12901,2013,6336436,5815688,463210,68031,3708250,3683804,1694411,1694411
12901,2014,6492632,5931984,447084,52413,3808199,3743636,1700237,1700237
12901,2015,7073820,6483807,521979,60410,4139192,4122418,1950828,1950828
12901,2016,8205315,7558801,472203,52368,4228016,4168458,2993735,2993735
12901,2017,13884600,11354862,585429,108784,3660509,3615658,5200479,5200479
12901,2018,8409774,7184515,528685,67758,4060978,3942567,1985154,1985154
12901,2019,7885386,6793638,495631,33252,4154296,4037690,1940359,1940359
13801,2005,2333827,1665036,524940,0,1655880,1576010,0,0
13801,2006,2248854,1547064,571164,0,1604407,1539745,0,0
13801,2007,2766887,2157470,465924,0,2219124,2149285,0,0
13801,2008,3031382,2467648,441007,0,2479114,2428232,0,0
13801,2009,3376725,2686234,514732,0,2728284,2644878,0,0
13801,2010,3671937,2886966,617038,0,2923783,2856396,0,0
13801,2011,3614162,2974612,523628,0,2944460,2929628,0,0
13801,2012,4189254,3284353,777199,0,3245367,3229342,0,0
13801,2013,4184296,3304521,743187,0,3291667,3258417,0,0
13801,2014,4576370,3594967,812274,0,3595881,3539693,0,0
13801,2015,4573564,3661092,796882,0,3632569,3625442,0,0
13801,2016,4750664,3787351,781663,0,3802652,3740788,0,0
13801,2017,4620740,3962150,529246,0,3840774,3799317,0,0
13801,2018,4692747,4070180,561631,0,3964098,3951133,0,0
13801,2019,4896866,4067137,627888,0,4159657,3986080,0,0
13901,2005,31750370,23264554,5583763,87869,16137039,15371653,5655814,5655814
13901,2006,31744317,23716480,5274826,348547,15150646,14383614,6122034,6122034
13901,2007,38803127,24304008,4831674,186096,17198592,16221227,5978307,5978307
13901,2008,32894780,24184576,5204162,161297,18097396,16955889,5274465,5274465
13901,2009,38594745,24423352,4690195,112190,17393299,16123287,5508467,5508467
13901,2010,35363880,24489043,7081508,340100,17012637,16317055,5766902,5766902
13901,2011,38419740,24175959,6621772,187564,16738270,16334269,6010470,6010470
13901,2012,33964355,24023255,6659682,305492,16031071,15882036,6289309,6289309
13901,2013,34532091,25867588,5565281,147703,17264049,17095662,6741812,6741812
13901,2014,33318317,24738873,5438594,118374,15813228,15555413,7425162,7425162
13901,2015,44566365,26974602,5515552,158760,17199406,17005361,8021211,8021211
13901,2016,40678910,27466067,5850499,326601,17552846,17251628,7813418,7813418
13901,2017,35512393,29469140,4498945,373192,18532267,17970738,8852007,8852007
13901,2018,36782785,30653829,4331793,557658,18336795,17980212,8603069,8603069
13901,2019,36857725,30830002,4916570,826421,18641564,18413530,8942516,8942516
13902,2005,1392939,1218263,107986,0,97760,73374,1030586,1030586
13902,2006,1622261,1460370,105177,0,86668,67199,1253093,1253093
13902,2007,1754251,1578246,121630,0,310886,296112,1104369,1104369
13902,2008,2299412,1647506,120197,0,652509,645968,809339,809339
13902,2009,2212462,1559401,161978,33634,387557,374548,1041950,1041950
13902,2010,2513905,1728044,350685,130648,499268,487789,996800,996800
13902,2011,2655366,1757273,362053,0,763541,755124,911740,911740
13902,2012,2461935,1638496,270735,0,470439,462003,1092960,1092960
13902,2013,2412445,1693842,176956,0,229512,228933,1303712,1303712
13902,2014,3175178,2325745,180247,0,78220,43744,2169490,2169490
13902,2015,9737651,2408097,174636,0,63824,54310,2063773,2063773
13902,2016,4261606,3180021,120247,0,325956,309217,2006192,2006192
13902,2017,9029524,2668469,129956,0,1002648,932347,996326,996326
13902,2018,4313175,3319010,177388,0,390582,374634,2169012,2169012
13902,2019,5443731,4419374,255632,47527,237158,206037,2706888,2706888
13903,2005,3576830,3131426,366162,8280,1160791,1113773,1739216,1739216
13903,2006,3825766,3369944,386553,19324,926399,880274,2162404,2162404
13903,2007,4277939,3685206,510006,24987,1281320,1215340,2091126,2091126
13903,2008,4556805,3922549,429401,5137,2231382,2074630,1501282,1501282
13903,2009,4148820,3590874,472872,57507,1386432,1298650,1909363,1909363
13903,2010,4695132,3894298,768332,75867,1939263,1890106,1646873,1646873
13903,2011,4907283,3912065,975579,85160,1815533,1769944,1805503,1805503
13903,2012,4658915,3986095,516799,36949,2124414,2095908,1609488,1609488
13903,2013,4487057,3931666,456408,43075,2057247,2020845,1618492,1618492
13903,2014,6065108,5433449,514963,43266,2262502,2226303,2910248,2910248
13903,2015,7232461,6578670,533178,69206,1293044,1244278,5012096,5012096
13903,2016,6804826,5482608,615599,84443,210178,136755,4371769,4371769
13903,2017,6219767,4477455,591272,160941,218172,212771,3520794,3520794
13903,2018,7169285,4773279,586978,141078,286808,237010,4018960,4018960
13903,2019,7893718,5770167,545755,244751,1167312,1145220,3966839,3966839
13905,2005,6076850,5046741,684962,4126,3594663,3516032,1170182,1170182
13905,2006,8681371,5794240,890655,198022,3825559,3728790,1395968,1395968
13905,2007,7685419,6460766,1011582,160840,4762134,4629316,1315008,1315008
13905,2008,7967298,6503530,849659,125851,5029953,4856894,1131863,1131863
13905,2009,7935565,6525169,739437,70710,4665936,4477895,1607711,1607711
13905,2010,9346212,7610492,1234775,70720,5012832,4946630,1437478,1437478
13905,2011,8550955,6911560,1062017,55592,5179679,5085564,1365685,1365685
13905,2012,9218659,7420603,936475,116669,5132573,5074076,1219835,1219835
13905,2013,8680282,7091062,724701,99396,5343384,5294185,1335782,1335782
13905,2014,9260628,7604502,720383,84366,5600223,5572212,1560908,1560908
13905,2015,12734889,7945044,580873,51350,5796946,5710285,1830969,1830969
13905,2016,10834275,8228490,677300,93175,5933970,5900778,1802762,1802762
13905,2017,10089413,8559270,671008,141642,5948207,5888096,1679331,1679331
13905,2018,10395369,8719447,764385,226173,6360622,6240799,1747486,1747486
13905,2019,11601246,9978342,928802,312387,6868406,6837767,1749758,1749758
14801,2005,868173,730969,113736,0,751970,728502,0,0
14801,2006,1010468,935127,70624,0,935845,931128,0,0
14801,2007,1091287,1005632,81747,0,1007735,1003827,0,0
14801,2008,1197682,1089414,104074,0,1091617,1087423,0,0
14801,2009,1776151,1370525,386546,0,1389583,1370503,0,0
