District_Id,Year,Instruction_All_Funds,Instruction_General_Funds,Instructional_Res_Media_All_Funds,Instructional_Res_Media_General_Funds,Curriculum_Staff_Develop_All_Funds,Curriculum_Staff_Develop_General_Funds,Instructional_Leadership_All_Funds,Instructional_Leadership_General_Funds,School_Administration_All_Funds,School_Administration_General_Funds,Guidance_Counseling_Services_All_Funds,Guidance_Counseling_Services_General_Funds,Social_Work_Services_All_Funds,Social_Work_Services_General_Funds,Health_Services_All_Funds,Health_Services_General_Funds,Transportation_All_Funds,Transportation_General_Funds,Food_All_Funds,Food_General_Funds,Cocurricular_All_Funds,Cocurricular_General_Funds,General_Administration_All_Funds,General_Administration_General_Funds,Plant_Maintenance_Operation_All_Funds,Plant_Maintenance_Operation_General_Funds,Security_Monitoring_All_Funds,Security_Monitoring_General_Funds,Data_Processing_Services_All_Funds,Data_Processing_Services_General_Funds,Community_Services_All_Funds,Community_Services_General_Funds,Total_Expenditure_By_Function_All_Funds,Total_Expenditure_By_Function_General_Funds
3801,2008,1217774,1075519,40,40,230,230,0,0,116008,116008,57664,57450,0,0,42515,41046,0,0,182755,0,17330,17330,170461,170714,257960,257960,0,0,26128,19535,5604,5604,2094469,1761436
3801,2009,1525193,1319699,0,0,2100,0,0,0,215067,215067,44570,44570,0,0,43879,43879,0,0,194240,0,47618,47618,183220,183220,257914,256622,0,0,30714,18163,0,0,2544515,2128838
3801,2010,1947556,1605664,0,0,1,1,10239,10239,229906,229906,114560,114560,0,0,50891,50891,2969,2969,163925,0,106387,106387,157767,157767,242397,242397,0,0,71096,58821,0,0,3097694,2579602
3801,2011,2398113,2048623,0,0,1,1,49949,49949,318536,318536,34146,34146,0,0,58894,58894,18081,18081,210821,0,99597,99597,255214,255214,276900,276900,0,0,70077,60808,2009,0,3792338,3220749
3801,2012,2871842,2573278,0,0,1,1,0,0,370563,370563,59306,59306,0,0,57851,57851,40490,40490,252382,0,129304,129304,288733,288733,344709,344709,0,0,75741,75741,34756,0,4525678,3939976
3801,2013,3273373,3012499,0,0,0,0,0,0,394682,394682,57822,57822,0,0,101286,101286,45791,45791,307062,0,298357,298357,291531,291531,310023,310023,0,0,86477,86477,36813,36813,5203217,4635281
3801,2014,3477433,3252053,0,0,20,20,0,0,326567,326567,39675,39675,0,0,103604,103604,112432,112432,314885,3424,246421,246421,385957,385957,334254,334254,117,117,114033,114033,61226,61226,5516624,4979783
3801,2015,3909267,3569230,0,0,1,1,0,0,404419,404419,119667,119667,0,0,114091,114091,161055,161055,324368,7160,223391,223391,468000,468000,396066,396066,23186,23186,216924,216924,88705,88705,6449140,5791895
3801,2016,4851598,4472913,0,0,40654,23924,0,0,500696,500696,142530,142183,0,0,154925,154925,184348,184348,410876,0,320682,320682,744460,733688,554475,554475,18645,18645,210676,210007,110287,110287,8244852,7426773
3801,2017,5267393,4810534,0,0,31159,19512,0,0,479220,479220,242799,242399,0,0,142565,142565,155550,155550,392034,0,289168,289168,839093,839093,630778,630778,38215,38215,192086,191423,142608,142608,8842668,7981065
3801,2018,5490724,5058453,0,0,18812,18812,2757,2520,604122,604122,188859,128678,0,0,148997,148997,109893,109893,416074,0,213457,213457,818859,818859,698556,698556,34180,34180,189547,189547,156524,156524,9091361,8182598
3801,2019,5655779,5130540,0,0,39272,23908,7482,7482,746288,743346,227893,151342,0,0,150455,150455,88036,88036,419816,0,206621,206621,804409,804409,668316,668316,34985,34985,208641,208641,137009,137009,9395002,8355090
3902,2005,8538341,7569468,206714,204197,442291,171617,75060,74465,895014,759876,497713,374892,89927,41724,134990,132834,500115,484883,1072894,0,353753,353753,649643,631165,2146483,1841262,64402,63834,69769,68376,0,0,15737109,12772346
3902,2006,8933628,7852370,212788,210182,461962,146614,75502,75266,921923,767648,556378,412628,58437,3261,142611,138491,529437,517913,1139466,0,395879,395879,685323,668334,2002418,1900793,107312,106749,77208,75050,0,0,16300272,13271178
3902,2007,9642655,8195942,222450,220450,209930,155208,83600,83600,1026474,805041,512724,448625,107558,3934,146515,143829,566887,559733,1140772,0,454588,454588,849647,838747,2013206,1866228,150933,150051,79486,79486,0,0,17207425,14005462
3902,2008,9964069,8683089,224242,224242,242028,163365,82936,82936,1054112,838740,602189,497648,111479,3827,160315,158759,650313,645215,1287536,0,495151,495151,870619,865794,2190110,2128156,248319,145327,95942,95942,0,0,18279360,15028191
3902,2009,10696115,9395134,243673,243673,274713,160449,85657,85657,1128077,901215,607599,487048,117492,3579,159879,154004,626023,618517,1328107,0,553188,553188,723995,718234,2249011,2197876,161299,159619,81923,81923,0,0,19036751,15760116
3902,2010,11065330,9767645,300710,300710,296032,181751,87407,87407,1218306,985337,690612,513361,119598,2598,151063,146548,639051,630828,1455616,0,557742,557742,766785,760854,2405026,2371523,195397,184638,88014,88014,0,0,20036689,16578956
3902,2011,11226775,10065914,299977,298779,296107,178716,91180,91180,1262251,965565,719668,526191,124659,3299,156480,153760,669683,666679,1556909,0,621586,621586,766119,759730,2426717,1719778,184285,181727,89451,89451,5561,0,20497408,16322355
3902,2012,11268150,9954477,306584,306584,324657,184910,94369,94369,1273675,649569,697991,527058,127187,3438,138779,135260,717019,716019,1499624,0,578954,578954,753412,746008,2309087,2263872,190623,188047,92772,92772,15566,0,20388449,16441337
3902,2013,11619576,10480498,310455,310455,388971,190182,96451,96451,1256272,1006966,727223,539790,126933,3404,143122,140084,754027,745366,1543776,0,599035,599035,841748,823003,2472071,2396916,225472,215352,59740,59740,1200,0,21166072,17607242
3902,2014,12444956,11181567,316348,316348,480106,244078,98967,98967,1338118,1091198,756705,545972,134717,3241,148843,145455,793694,777749,1560987,0,650160,650160,891709,861057,2486265,2422960,283716,277099,84699,84699,1776,0,22471766,18700550
3902,2015,13049980,11936028,327238,327238,454038,239178,100809,100809,1418466,1237618,884378,604121,139304,2313,177928,174150,766417,757386,1593196,0,730200,730200,884415,868745,2586452,2496611,266266,263315,87705,87705,975,0,23467767,19825417
3902,2016,13784887,12686737,268366,268366,427400,221497,103819,103819,1501727,1321097,936100,606994,144843,3751,195162,190938,813638,812638,1633190,0,752665,752665,904759,896802,2621561,2528622,276875,275842,93569,93569,0,0,24458561,20763337
3902,2017,13925372,12862558,87699,87699,397518,217317,104263,104263,1548877,1382272,957535,623228,146627,3668,193071,190592,835454,828935,1639551,0,764407,764407,953011,939949,2508000,2429489,272408,272408,97770,97770,0,0,24431563,20804555
3902,2018,14465275,13446061,96772,96772,331187,226635,92659,92659,1564414,1418566,922671,636392,150200,2971,182280,180544,891407,881817,1694977,0,785284,785284,936735,929613,2501741,2433966,305102,304654,99703,99703,0,0,25020407,21535637
3902,2019,15475705,13603194,96256,96256,332906,245188,97068,97068,1656265,1502489,976133,667344,155604,3469,197033,190708,1019113,1010614,1621125,20,810910,797579,970258,953102,2472270,2413829,391476,390287,101980,101980,0,0,26374102,22073127
3903,2005,32679722,27068935,952947,744480,839374,343912,1497854,1112177,3214786,3187449,1751497,1542556,77675,38458,444987,410313,1861254,1831984,3718162,0,1775469,1456001,2014945,2009445,6688460,6642566,321624,301890,889311,855739,56128,5221,58784195,47551126
3903,2006,34067129,28511995,955542,816898,1104395,471983,1643178,1188719,3281140,3175107,1900711,1672064,93756,54932,460205,433895,2110920,2086092,3786497,0,2089917,1742455,2042401,2034267,6411333,6345154,308486,292040,931387,898754,87341,16184,61274338,49740539
3903,2007,35451172,30132632,831186,797309,1411238,571535,1793605,1332032,3410121,3340322,2023919,1803341,109092,63447,481793,460802,2198804,2189183,3850346,0,1924020,1607913,2162192,2161192,6779044,6771785,342975,336143,976469,957002,80657,14256,63826633,52538894
3903,2008,37327350,32248203,847604,819431,1757048,650658,1739005,1366733,3470135,3382863,2102997,1887855,93362,46002,513845,510192,2457890,2446867,3835454,0,2115487,1745083,2284840,2284425,6906941,6898363,423922,423922,985123,909531,45458,17362,66906461,55637490
3903,2009,38080012,31984681,802372,780443,1765847,659040,1766714,1388693,3488494,3407963,2061206,1899038,92983,44954,673401,504431,2367979,2332145,4131737,0,2004343,1653906,1731943,1731820,6917623,6909281,382079,382079,900110,784447,61635,40308,67228478,54503229
3903,2010,41012235,33719287,868691,812754,2064958,830277,1673089,1322098,3653851,3583189,2147011,2002660,129424,63971,594540,492189,2574080,2562413,4564348,0,1937009,1724779,1757789,1757226,8567616,8556430,478589,478589,1540181,1505200,49267,28300,73612678,59439362
3903,2011,40323140,33540987,870761,822918,1992110,716280,1670080,1406011,3608498,3601994,2219276,1967754,116010,49430,588776,493235,2619309,2596561,4798784,0,1920035,1754771,1843582,1843268,7490621,5512973,575444,575444,945807,846129,41207,29583,71623440,55757338
3903,2012,37107184,31477139,968331,841572,1849467,819345,1577765,1363657,3482256,3465890,2212558,2008867,99787,48770,551623,548693,2954013,2953318,4908399,0,1769732,1532062,1555606,1555312,7633825,7627538,604960,604960,1072319,1072319,58257,30150,68406082,55949592
3903,2013,38575518,34590609,964509,845247,1856719,883852,1682125,1424920,3726009,3704158,2226474,2048407,103603,52633,566690,520133,2853145,2851805,5029433,0,1822581,1657672,1646574,1646244,7288552,7269578,589577,589577,1240321,1240276,42366,27925,70214196,59353036
3903,2014,38818601,34039267,845998,799974,1862712,950752,1622747,1381616,3658184,3645857,2170966,1999680,108199,54920,672679,626515,3038523,3036747,4869049,0,1702451,1526519,1857177,1856985,7443021,7437377,618764,618764,1024478,1024478,35488,28697,70349037,59028148
3903,2015,38749445,35056512,821749,746052,2242422,1081817,1661301,1389657,3854395,3843268,2135288,2014453,122991,63434,761901,682238,2519598,2517886,4499424,4365,1908215,1714732,1948645,1944576,7031182,7030280,614106,613461,1156476,1156476,43963,25500,70071101,59884707
3903,2016,40242729,36145862,812247,754940,2503877,1339205,1567462,1316058,4064750,3980216,2182293,2056582,131048,65094,795857,738929,2184387,2183972,4715161,0,1956863,1751749,2223618,2222874,6972660,6963315,683063,678098,2092211,2092211,45656,25650,73173882,62314755
3903,2017,41358496,36951784,784441,735567,2556145,1424066,1637863,1375821,4495578,4377819,2318142,2207169,127574,65375,765920,744331,2434635,2434499,4434151,0,1938756,1740616,2129028,2118904,7681569,7663158,884848,879478,1311517,1311517,49531,28427,74908194,64058531
3903,2018,41133255,36701136,755265,711190,2438025,1272577,1652857,1434310,4617739,4480343,2403805,2275638,132309,67881,777678,777364,2531188,2531188,4601550,0,2014983,1856775,2344404,2339846,7390947,7390647,957088,953928,2030597,2030597,47259,27392,75828949,64850812
3903,2019,42666028,38066662,798704,760143,2712848,1436739,1960697,1522156,4689713,4570658,2641924,2459809,137398,68561,809763,809763,2744683,2744683,4642418,1769,2021954,1880554,2279147,2267996,7815576,7800839,944894,935604,1548587,1548587,47525,27348,78461859,66901871
3904,2005,6290803,5655407,137322,135065,6041,6041,11409,11158,772736,768494,254185,249904,0,0,123380,121875,460372,454103,703787,0,511823,368200,400724,395287,1338851,1329451,74675,73922,96804,96654,0,0,11182912,9665561
3904,2006,6628090,5936432,152173,149881,19184,16313,240815,193464,718848,681056,390009,177733,0,0,112590,80007,469037,463932,727033,105248,604080,488696,475696,473388,1452657,1420701,116955,112934,108805,107972,0,0,12215972,10407757
3904,2007,7042746,6462824,198548,198548,96474,49765,268740,234130,686255,657352,482877,183128,0,0,127052,90180,510985,510985,771181,27506,590147,471116,435233,429712,1398462,1398462,108102,108102,155679,155679,0,0,12872481,10977489
3904,2008,6988101,6451577,153188,153188,108273,45672,220406,187028,784532,752305,471133,206571,0,0,134508,96000,538518,538518,759773,3871,589324,484753,454660,435354,1354299,1354250,112975,112455,99566,99566,0,0,12769256,10921108
3904,2009,7534536,6819016,165692,163810,118545,49167,236553,195941,785538,753122,484513,220648,0,0,138607,96899,535886,535886,813452,24630,793772,613888,478732,460352,1593083,1593083,112996,110827,159808,155309,0,0,13951713,11792578
3904,2010,7120387,6021899,203762,196344,204560,72723,238666,205592,768214,735283,458596,207641,0,0,157883,116064,582041,582041,816957,3794,716753,646639,418496,387303,1355665,1044008,124319,123442,101054,95074,0,0,13267353,10437847
3904,2011,8078422,6945645,209180,207237,160216,64972,272324,240915,794496,760772,437884,235640,0,0,164708,121547,580079,580079,892229,5348,931750,794945,586160,570001,1734520,1559041,131189,129582,191577,185884,3928,0,15168662,12401608
3904,2012,7130238,6108936,166782,166782,71668,54304,311179,211967,857448,760482,407641,153582,0,0,170869,125997,530803,530803,878638,0,715959,605548,633920,633920,1619287,1508675,108115,108115,201108,201108,1904,0,13805559,11170219
3904,2013,6950137,6413556,173056,173056,57568,53875,303282,197929,902026,862855,469159,220599,0,0,164879,127237,563151,563151,874638,0,926577,682236,607291,607291,1486387,1486387,147362,147362,203170,203170,0,0,13828683,11738704
3904,2014,7423746,6939639,176939,176939,58455,57299,267501,210022,967066,924980,508104,243872,0,0,187558,118434,579939,579939,880583,0,905506,681123,635960,635960,1618910,1618910,308299,308299,200400,200400,0,0,14718966,12695816
3904,2015,7856803,6975805,183532,183532,61017,59350,262002,255716,1058714,1047470,456302,247715,0,0,191064,186369,576898,576898,921015,0,971986,722650,673692,673692,1673483,1673483,299594,299594,422986,422986,0,0,15609088,13325260
3904,2016,7713632,7028483,181659,181659,121211,68790,362976,197589,1033262,1028594,450464,324147,0,0,197761,197636,537422,537422,929862,0,1003545,739847,678592,678592,1737447,1737447,308641,308641,224406,224406,0,0,15480880,13253253
3904,2017,8072808,7205626,169439,169439,74483,15932,284154,242006,985955,976300,455030,324389,0,0,197469,197469,553170,553170,957289,0,1004244,763081,660660,660660,1763804,1763804,321332,321332,292823,292823,0,0,15792660,13486031
3904,2018,8363415,7521529,182561,182561,59267,9493,272870,263064,1034024,1029369,448945,316987,0,0,224803,224803,528338,528338,925781,0,971063,766514,668996,668996,1938516,1938516,329708,328782,376959,376959,0,0,16325246,14155911
3904,2019,8995071,7791733,210283,209383,91998,10376,279292,271768,1028590,1021468,464934,324626,0,0,219430,219430,550796,550796,900455,0,977673,792813,731543,731543,1799550,1799550,333120,333120,364944,364944,0,0,16947679,14421550
3905,2005,8175886,5944562,307767,254832,99280,65659,285924,213116,976511,819201,665851,239112,0,0,102796,101252,406774,383325,874053,0,449345,449345,536566,482766,1507135,1476414,61879,61094,342958,329987,209213,80626,15001938,10901291
3905,2006,8165662,6584325,508205,266934,95308,60692,347190,290102,859624,853543,489160,355781,0,0,110062,108562,435013,431210,973701,0,473831,473831,584627,582385,1706495,1694153,75274,74316,329926,321268,233562,92009,15387640,12189111
3905,2007,8162166,6382954,298723,258134,79726,70283,325726,281837,782972,782560,578652,412334,0,0,110549,110549,468706,468706,1003428,0,534405,534405,487193,487193,1799274,1799274,66938,66938,358395,356772,103673,69681,15160526,12081620
3905,2008,8916385,7279885,353145,323422,49832,35265,252326,178236,748502,748502,475906,280315,0,0,115930,115930,480269,458166,1127242,0,493250,493250,589097,583077,1667794,1667794,17613,17613,324645,316859,141429,79790,15753365,12578104
3905,2009,8667311,6906943,368377,343372,128727,44463,247642,211877,764327,756427,508045,269495,0,0,121293,111445,488420,476867,1028981,0,548605,516693,640635,596586,1740838,1683534,19761,19024,323121,323121,244225,59445,15840308,12319292
3905,2010,9063619,6588239,362839,275870,304694,29759,240888,186465,788126,782122,457845,289908,0,0,108576,107556,517545,512189,1172524,27528,938044,561086,626863,618122,1669681,1427425,78231,20165,342573,342573,266007,73555,16938055,11842562
3905,2011,8809455,6528409,404420,312682,289960,21780,307261,242840,888931,884176,433022,300764,0,0,121717,119527,563036,563036,1175368,30053,801681,570053,634530,627294,1712420,1345758,114415,61759,361733,361733,221625,68047,16839574,12037911
3905,2012,8446479,7077667,327648,278368,291693,23766,304195,259249,877082,870088,458414,314077,0,0,117370,110364,544300,544300,1187626,25830,581285,581285,603836,603836,1869920,1869920,51453,51453,375528,375528,224290,65700,16261119,13051431
3905,2013,9172517,8256417,343974,297109,255573,52738,250835,186237,997415,992175,460565,351655,0,0,166341,162791,573704,573704,1174852,0,677181,677181,612513,606961,2211572,2204372,73918,73918,440284,440284,177488,61949,17588732,14937491
3905,2014,9520374,8499553,323324,294062,271817,89355,321850,251975,998000,997250,604866,380651,0,0,138948,131330,640825,640825,1138354,0,667634,667634,658503,658503,2002918,1889438,77054,77054,534798,534798,204279,64526,18103544,15176954
3905,2015,9793190,8807441,341566,312834,140961,51642,307396,253628,1079088,1077688,622424,416511,0,0,178747,169449,574741,574741,1214003,0,640420,640420,647519,641668,1740030,1730280,87974,87974,485134,485134,177478,65580,18030671,15314990
3905,2016,9717619,8951131,311988,285339,185785,86046,332337,264312,998611,998157,677432,466053,0,0,166199,155269,512612,512612,1176155,0,636786,636786,672020,666252,1817552,1817302,92066,92066,464414,464414,177773,58204,17939349,15453943
3905,2017,9750241,8846534,357430,326111,211627,104501,372329,356201,1039283,1036412,672999,502083,0,0,162446,155454,558524,558524,1198079,0,654675,654675,730822,727435,2408790,2408790,92869,92869,505661,505036,191833,67338,18907608,16341963
3905,2018,9825232,9123906,302318,274998,180333,95517,349002,339975,1141621,1138028,760453,543415,0,0,188135,181363,641954,641954,1391419,0,712175,712175,807438,798059,2212094,2212094,177050,177050,528076,528076,224774,69108,19442074,16835718
3905,2019,10322155,9243126,333237,302830,296370,188495,344451,335856,1182297,1181711,788078,532813,0,0,186427,170511,505681,505681,1411497,0,724894,724894,783868,775901,2083735,2083681,192728,192728,588529,588529,202566,62780,19946513,16889536
