DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"190903",19.8,15.2,957,73.3,51,66,71,-1,-1,.,-2,-1,-1,-1,55,66,71,19.8,16.7,963,90,45,66,66,19.7,14.3,-1,58.3,46,54,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8,13.3,950,60,56,65,75,20,43,48,11,33,20,19.9,16.4,960,73.3,52,67,70,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"191901",22.5,37.5,1036,64.2,58,70,71,-1,40,-1,83.3,33,67,29,43,58,51,22,32.9,1005,66.5,59,69,75,20.6,21.6,963,40.7,40,58,53,.,-1,-1,16.7,43,43,57,-1,-1,-1,23,41.9,1066,62.1,57,71,67,14,27,38,7,13,25,22.8,40.2,1047,70.1,63,73,76,-1,-1,-1,50,14,43,57,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"192901",20.8,16.7,-1,73.2,58,67,65,.,.,.,.,-1,-1,-1,43,50,64,20.9,22.2,-1,78.3,57,57,71,20.8,13.3,.,60,55,70,62,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,8.3,.,66.7,60,80,56,-3,-3,25,-1,-1,-1,20.8,20,-1,93.8,63,63,69,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"193801",15.6,0,.,-2,33,33,25,.,.,.,.,-1,-1,-1,33,33,25,-1,-1,.,-2,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,20,33,33,25,-1,-1,20,-1,-1,.,-2,20,20,17,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"193902",20,16.7,.,85.7,43,43,86,.,.,.,.,-1,-1,-1,60,60,80,22.4,28.6,.,87.5,75,75,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,16.6,0,.,83.3,-3,-3,67,20,20,80,-1,-1,-1,20.5,18.2,.,91.7,50,50,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"194902",20.6,26.3,.,90.5,59,59,75,.,.,.,.,-1,-1,-1,30,30,64,20,18.2,.,78.6,62,62,92,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,21.5,37.5,.,-2,56,56,55,20,20,50,-1,-1,-1,20.1,26.7,.,83.3,56,56,75,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"194903",19.5,18.5,-1,71.1,36,54,49,-1,-1,.,-1,-1,-1,-1,35,55,45,18.6,14.3,.,77.8,32,42,53,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.5,23.1,-1,65,40,65,45,-3,8,23,-1,-1,-1,19.4,17.4,-1,71.9,33,48,48,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"194904",17,3.6,-1,68.3,27,34,44,16.6,6.3,.,61.5,13,21,29,21,29,38,16.7,0,.,85.7,35,40,60,16.7,0,.,100,38,38,63,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,10,-1,50,19,29,29,5,14,14,-1,-1,-1,18.8,0,-1,100,-4,-4,-4,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"194905",19.8,16,916,65.8,30,41,49,-1,0,-1,100,17,17,50,24,38,38,19.4,12.5,889,72.7,25,30,55,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.6,22.2,-1,56.3,35,53,41,-3,20,20,-1,-1,-1,20.7,16.7,-1,60,29,39,46,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"195901",21,12.2,896,47.6,30,45,52,.,.,.,.,-1,-1,-1,23,45,39,-1,8.7,843,53.5,21,34,53,21,11.1,897,45.9,32,47,53,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,15.4,940,43.3,36,52,52,4,8,27,-1,-1,-3,.,-1,-1,80,14,29,43,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"195902",.,0,763,87.5,75,88,75,.,.,.,.,-1,-1,-1,75,88,75,.,-1,-1,-1,-1,-1,-1,.,0,763,87.5,75,88,75,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,770,83.3,67,83,67,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"196901",-1,-1,-1,57.1,50,75,44,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,40,80,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"196902",18.9,5.6,.,72,20,32,53,-1,-1,.,-2,-1,-1,-1,20,40,60,19.2,0,.,90.9,29,36,64,18.8,16.7,.,42.9,13,31,44,.,.,.,.,-1,-1,-1,-1,-1,-1,18.6,12.5,.,57.1,13,29,44,-3,-3,38,-1,-1,-1,19.3,0,.,100,33,38,67,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"196903",18.8,13.2,919,64.4,37,58,46,-1,-1,-1,-1,-1,-1,-1,33,44,33,20.3,20,860,62.5,33,46,48,18.9,7.1,960,46.7,30,50,45,.,.,.,.,-1,-1,-1,-1,-1,-1,17.8,8.7,949,65.7,39,67,44,13,33,20,-1,-1,-1,19.9,19,924,84,46,73,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"197902",21.9,50,.,80,56,78,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,22.2,60,.,71.4,57,86,71,-1,-1,-1,-1,-1,-1,23.6,80,.,62.5,57,71,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"198901",17.7,4.8,808,80.8,56,84,54,15,0,718,100,33,83,33,38,88,38,17.3,8.3,808,80,57,79,53,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,808,81.8,55,91,55,45,73,42,-1,-1,-1,19.2,7.7,848,72.2,71,82,67,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"198902",15.8,20,.,45.5,18,-4,18,-1,-1,.,40,20,-4,20,20,-4,20,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,57.1,14,-4,14,25,-4,25,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"198903",20.5,20.9,977,69.4,62,78,72,-1,-1,.,-1,-1,-1,-1,39,78,44,19.5,18.2,933,75.9,64,71,75,-1,20,-1,62.5,43,71,71,.,.,.,.,-1,-1,-1,-1,-1,-1,21.7,23.8,1018,63.6,59,84,70,50,50,88,-1,-1,-1,20.6,22.2,979,73.5,66,79,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"198905",17.2,3.3,820,68.2,35,38,51,17.2,0,791,67.9,30,32,48,29,33,46,17.1,0,805,73.9,37,41,56,17.2,0,-1,50,55,64,73,.,.,.,.,-1,-1,-1,-1,-1,-1,17.5,7.7,836,61.9,33,36,46,5,5,11,-3,-3,-3,-1,20,-1,-2,29,29,29,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"198906",22,36.4,995,34.4,53,69,69,.,-1,-1,-1,-1,-1,-1,36,59,55,-1,42.9,998,31.8,64,73,77,-1,40,998,29.4,47,53,65,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,30,60,50,17,50,17,-1,-1,-1,-1,40,-1,41.7,75,83,92,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"199901",23.1,42.8,1072,70.3,71,80,80,20,22.2,1009,61,46,53,61,53,62,66,23.4,43.3,1067,75.8,75,78,85,20.7,31.5,1051,48.6,54,65,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.7,42.3,1078,65.3,68,81,75,40,51,62,12,19,22,23.6,45.7,1077,74,76,85,83,26,41.7,1111,75,93,93,-4,24.1,53.8,1100,96.3,67,81,74,.,.,.,-1,-1,-1,-1
"199902",21.2,26.1,991,44.4,50,63,69,18.3,9.1,898,64.7,31,38,63,37,50,69,21.2,21.6,966,54.8,52,59,74,-1,25,884,19.5,28,42,64,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,21.3,32.4,1024,35.2,48,67,65,8,12,54,-3,-3,25,21.9,30.3,1017,49.3,59,73,71,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"200901",21.1,26,968,82,55,65,77,-1,-1,-1,-1,-1,-1,-1,41,65,64,21,25,-1,87.5,58,63,90,18.8,6.7,-1,93.8,47,53,68,.,.,.,.,-1,-1,-1,-1,-1,-1,21.3,27.3,-1,75.9,53,68,65,11,32,44,-3,-3,40,22.1,35.3,-1,79.1,59,69,82,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"200902",19.6,18.2,-1,82.5,38,58,56,.,.,.,.,-1,-1,-1,21,40,36,17.6,0,.,92.9,27,67,40,16.3,0,.,70.6,19,35,38,.,.,.,.,-1,-1,-1,-1,-1,-1,20.9,30,-1,76.9,46,52,67,-3,13,29,-1,-1,-1,21.4,28.6,-1,91.3,52,74,70,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"200904",20.2,19.2,895,78.8,50,50,68,.,.,.,.,-1,-1,-1,45,45,64,19.1,18.2,828,84.6,36,36,71,19.9,25,894,80,47,47,60,.,.,.,.,-1,-1,-1,-1,-1,-1,21,20,943,75,60,60,65,33,33,42,-1,-1,-1,20.5,14.3,896,77.8,53,53,74,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"200906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"201902",20.4,26.3,1036,54.6,61,66,72,16.9,0,-1,61.5,29,36,45,46,53,62,20.6,25.5,1047,56.7,68,74,76,19.6,7.1,-1,41.2,47,56,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,27.5,1025,51.9,53,56,68,16,19,41,-1,-1,17,21.3,36.1,1065,57,75,77,82,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"201903",-1,-1,.,80,17,33,50,-1,-1,.,-1,-3,20,40,17,33,50,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,20,40,40,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201904",19.3,0,-1,60,40,50,60,.,.,.,.,-1,-1,-1,38,50,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,50,33,50,33,17,17,50,-1,-1,-1,-1,-1,-1,42.9,29,43,43,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201907",20.4,20,-1,47.6,45,50,73,-1,-1,.,-1,-1,-1,-1,33,33,67,-1,-1,-1,44.4,56,56,-4,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,18.2,0,.,50,38,46,54,29,29,43,-1,-1,-1,20.9,22.2,-1,56.3,59,65,82,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201908",20.1,26.3,947,45.2,41,51,61,-1,-1,.,-1,-1,-1,-1,44,56,44,21.4,37.5,960,40,32,37,58,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.1,18.2,-1,50,50,64,64,7,7,27,-1,-1,-1,20.1,23.5,927,45.9,43,51,63,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201910",19.7,17.6,1002,54.8,55,67,70,18.2,5.6,-1,69.2,50,58,68,50,68,64,18.5,4,-1,55.6,50,61,75,-1,-1,.,23.5,47,59,61,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,30.8,-1,54.2,59,73,65,17,23,50,-1,-1,-3,20.7,25,-1,56,60,75,74,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201913",19.2,11.8,941,53.1,29,48,35,-1,-1,-1,-1,-1,-1,-1,22,56,22,21.7,22.2,982,47.4,33,56,39,-1,-1,.,40,10,40,10,.,.,.,.,-1,-1,-1,-3,33,-3,16.7,0,-1,61.5,23,38,31,-3,18,-3,-1,-1,-1,21.1,18.2,931,55,42,53,53,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"201914",20,11.8,898,75.6,50,59,73,-1,0,-1,55.6,13,25,44,33,44,58,19.8,6.3,-1,76.2,40,45,76,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,20.2,16.7,-1,75,58,71,71,8,8,57,-1,-1,-1,20.8,15.4,-1,86.7,63,73,80,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"202903",20,21.6,981,67.3,39,60,49,17.5,22.2,-1,81.8,33,56,36,33,52,36,20.8,30,-1,87,46,58,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,19.1,11.8,1005,53.1,33,61,43,10,20,24,-3,-3,-3,20.7,25,1078,61.5,40,58,51,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"202905",19.7,12.5,909,70.6,35,53,43,15,0,-1,-2,-3,-3,17,30,48,38,20,14.3,887,100,50,64,64,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.4,10,-1,50,25,45,29,18,41,29,-1,-1,-1,21.3,17.6,957,63,44,67,52,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"203901",15.7,4,.,80.6,16,32,44,14.6,0,.,73.9,13,35,29,17,33,40,16,0,.,100,25,31,56,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,15.2,11.1,.,60,7,33,31,4,20,35,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"203902",17.4,8.7,-1,95.8,25,32,54,.,.,.,.,-1,-1,-1,33,38,58,17.2,7.7,-1,-2,20,30,50,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,17.7,10,-1,76.9,29,33,57,-3,-3,25,-1,-1,-1,17.2,9.5,-1,95.5,27,35,55,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"204901",18,5.7,864,64.6,43,52,57,15,0,796,86.4,35,43,43,40,51,45,17.5,2.6,864,90.5,54,59,67,-1,-1,-1,60,80,80,80,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,13.3,864,37.5,32,45,46,27,38,44,-1,20,-1,19.1,6.5,909,56.4,43,53,60,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"204904",17.2,11.8,947,50.5,47,66,52,13.8,0,-1,75,11,67,22,27,54,38,17.4,4,936,55.6,54,72,62,-1,-1,-1,18.2,45,45,45,.,.,.,.,-1,-1,-1,-1,-1,-1,16.9,19.2,956,46.4,42,62,45,11,21,18,-1,-1,-1,18.2,14.6,954,51.9,51,70,57,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"205901",20.8,14.7,903,60.5,41,56,56,.,-1,-1,-1,-1,-1,-1,44,57,53,23,20.9,894,74.1,42,50,65,20.3,6.1,862,58.9,44,55,55,.,.,.,.,-1,-1,-1,-1,-1,-1,19,6.3,919,48.5,41,61,48,11,29,34,-3,-3,-3,20.7,20.5,938,63.9,42,61,60,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"205902",21,25.2,1000,60.1,62,75,72,-1,-1,-1,66.7,50,83,67,55,72,62,20.4,22.7,994,63.8,63,70,75,19.9,11.5,962,54,55,67,66,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.5,28,1007,56.4,61,80,69,28,45,46,22,56,42,22,34.4,1029,66.2,67,80,76,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"205903",19.6,18.2,977,48.2,44,61,55,-1,-1,-1,-1,-1,-1,-1,42,63,52,20.3,25,995,53.8,51,65,69,19.1,12.5,905,42.1,36,52,48,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,19.1,11.1,954,43.5,38,57,42,21,41,38,-3,20,22,19.6,23.5,1021,50,50,68,58,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"205904",16.2,2.6,.,69.1,24,29,67,-1,-1,.,-1,-1,-1,-1,21,26,68,16.4,2.3,.,74.1,24,30,73,15.9,3,.,66,21,27,66,.,.,.,.,-1,-1,-1,-1,-1,-1,15.8,3,.,63.5,24,29,60,4,12,50,-1,-1,-1,18,0,.,100,71,71,86,.,.,.,.,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"205905",17.7,9.1,888,78.6,36,53,50,.,.,.,.,-1,-1,-1,15,35,29,17,6.9,-1,87.9,29,47,56,17,4.5,-1,80,30,49,42,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,11.5,-1,70.3,42,58,45,3,19,23,-1,-1,-1,20.8,22.2,-1,69.2,54,62,77,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"205906",20.2,13.4,920,58.8,50,60,62,.,.,.,.,-1,-1,-1,36,50,52,19.7,9.1,906,57.9,59,63,76,19.4,12.8,889,55.3,43,54,56,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.8,17.6,933,59.6,41,58,49,12,17,36,-1,-1,17,22.1,15,999,71.4,71,82,79,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"205907",16.2,0,848,60.9,30,48,48,.,.,.,-1,-1,-1,-1,31,48,47,16.1,0,-1,60,35,46,57,16.2,0,848,67.9,31,48,48,.,.,.,.,-1,-1,-1,-1,-1,-1,16.3,0,-1,61.8,26,49,42,18,32,43,-3,-3,25,-1,-1,.,16.7,20,40,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"206901",18.8,7.1,-1,63.6,39,43,69,.,.,.,.,-1,-1,-1,24,29,56,19.1,7.1,.,60.9,38,38,71,17.8,11.1,.,52.9,38,38,65,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,7.1,-1,66.7,39,48,67,14,14,27,-3,17,14,19.2,5.3,-1,73.1,37,44,70,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"206902",-1,0,-1,54.5,23,23,62,.,.,.,.,-1,-1,-1,25,25,75,.,-1,-1,37.5,25,25,63,-1,-1,.,20,-3,-3,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,60,20,20,60,-1,-1,-1,-1,0,-1,83.3,38,38,63,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"206903",-1,0,-1,85.7,33,56,44,.,.,.,.,-1,-1,-1,40,60,40,-1,-1,-1,-2,40,40,60,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,33,33,-1,-1,-1,-1,0,-1,85.7,33,56,44,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"207901",20,16.7,-1,75,44,53,59,.,.,.,.,-1,-1,-1,33,40,60,19.3,10,-1,71.4,47,53,60,20.1,16.7,-1,75,40,48,56,.,.,.,.,-1,-1,-1,-1,-1,-1,20.5,21.4,-1,77.8,42,53,58,17,17,42,-1,-1,-1,19.7,16.7,-1,85.7,63,75,63,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"208901",-1,-1,.,36.4,29,29,67,.,.,.,.,-1,-1,-1,43,43,86,-1,-1,.,20,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,50,40,40,64,-3,-3,50,-1,-1,20,-1,-1,.,57.1,30,30,70,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"208902",20.7,26.7,1150,50,36,49,66,-1,-1,.,40,-1,-1,-1,21,31,58,20.7,27.9,-1,55.8,37,43,74,19.4,12.9,.,40.8,30,44,60,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,25,-1,43.8,35,55,58,10,17,62,14,29,44,21.6,36.8,1150,58.5,43,56,70,-1,-1,.,-2,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"208903",18,0,.,62.5,47,73,56,.,.,.,.,-1,-1,-1,44,78,44,17.2,0,.,66.7,63,75,78,-1,-1,.,60,60,80,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,57.1,29,71,29,40,60,55,-1,-1,-1,17.9,0,.,63.6,40,70,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"209901",23.8,17.2,993,64.4,53,58,70,.,-1,-1,-1,-1,-1,-1,25,25,50,23,16.7,1003,72,65,70,85,-1,-1,-1,66.7,60,80,60,.,.,.,.,-1,-1,-1,-1,-1,-1,25,18.2,974,55,40,45,55,21,29,50,-1,-1,-1,23.8,22.7,1009,62.9,50,53,72,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"209902",.,-1,-1,40,60,70,80,.,.,.,.,-1,-1,-1,57,57,86,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,33.3,67,83,67,33,50,67,-1,-1,-1,.,-1,-1,40,60,70,80,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"210901",18.6,18.8,1110,82.1,67,74,80,15.6,0,.,91.9,43,51,60,55,63,73,19,18.9,-1,84.1,73,77,87,17.3,0,.,50,72,83,78,.,.,.,.,-1,-1,-1,-1,-1,-1,18,18.6,-1,79.6,60,69,72,37,45,67,-1,-1,-1,20.7,33.3,1110,87.9,80,83,93,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"210902",21.7,17.6,.,44.7,59,82,58,-1,-1,.,-1,-1,-1,-1,53,93,53,23,14.3,.,43.8,86,93,86,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,20,.,45.5,43,75,42,33,54,31,-1,-1,-1,21.9,23.1,.,39.4,56,79,55,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"210903",19.2,16.7,-1,81.1,44,59,64,14.9,0,.,88.9,10,30,40,29,43,50,18.4,11.1,.,78.3,48,61,74,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.5,25,-1,85.7,38,56,50,8,15,54,-1,-1,-1,20.9,25,-1,76.9,52,67,70,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"210904",-1,-1,.,11.5,43,57,48,-1,-1,.,22.2,30,40,30,33,47,33,-1,-1,.,25,30,30,40,.,.,.,0,40,60,40,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,55,82,55,-3,11,11,-1,-1,-1,-1,-1,.,16.7,80,-4,80,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"210905",17.2,9.1,-1,68.8,35,51,58,13.7,0,.,42.9,11,22,40,20,40,54,17.5,17.6,.,56.7,30,41,67,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,16.9,0,-1,88.9,44,69,44,6,19,41,-1,-1,-1,18.2,13,-1,76.7,40,60,61,.,.,.,.,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,-1,-1,-1,-1
