DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"014903",22.3,33.7,1024,52,52,64,66,19,13.6,876,59.5,37,49,58,31,47,49,22,31.2,1013,56.2,53,60,69,21,20,964,46.8,42,57,54,.,-1,-1,-1,-1,-1,-1,-3,29,-3,22.7,36.6,1036,47.9,50,66,63,20,35,42,11,25,24,23.2,41.2,1063,53.8,57,67,72,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,83,83,83,.,.,.,.,-1,-1,-1
"014905",20.3,17.6,-1,60.7,57,68,66,-1,-1,.,-1,-1,-1,-1,62,77,77,20.4,27.3,-1,78.6,69,75,75,21.3,33.3,.,60,56,78,60,.,.,.,.,-1,-1,-1,-1,-1,-1,20.2,0,-1,42.9,42,58,54,36,43,53,-1,-1,-1,20.7,11.1,-1,60,65,65,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"014906",19.8,19.9,945,60.7,44,57,60,18.5,10.1,883,66.1,35,46,55,32,45,51,19.7,18.1,934,64.4,44,53,62,19.3,15.7,925,46.8,39,54,55,.,-1,-1,33.3,38,50,50,4,17,13,19.9,22.2,958,56.5,44,61,57,19,33,43,11,20,15,21.9,34.9,1024,61.4,57,69,68,18.3,11.5,930,51,40,56,63,21.5,25,1010,78.2,58,80,68,.,.,.,0,-1,-1,-1
"014907",20.4,24.1,940,51.8,62,68,78,-1,-1,.,-1,-1,-1,-1,35,41,58,20,21.4,936,51.9,68,72,85,.,-1,-1,20,30,30,70,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,20.8,26.7,944,51.7,57,64,72,36,40,69,-1,-1,-1,20.1,20.8,938,60,71,79,78,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"014908",22.4,27.4,991,72.9,62,79,67,.,.,.,.,-1,-1,-1,47,53,50,21.7,20.5,967,81.3,65,81,73,-1,12.5,939,66.7,58,67,54,.,.,.,-1,-1,-1,-1,-1,-1,-1,23.3,39.1,1027,62.2,58,76,59,9,18,25,-1,-1,-1,22.8,30.8,1008,76.5,65,83,72,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,-1,-1,-1,-1
"014909",22.5,38.2,1030,47.9,47,59,59,16.9,8.1,860,42,29,42,49,32,47,47,23.3,39.1,1024,44.7,44,55,57,21,18.2,929,30.3,25,44,42,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.6,37.4,1035,51.3,50,63,61,12,21,31,6,5,4,24.4,53.2,1105,58.6,66,73,73,.,-1,-1,-1,-1,-1,-1,-1,66.7,1144,69.2,67,75,75,.,.,.,.,-1,-1,-1
"014910",20.7,31.1,1001,54.2,58,63,71,.,.,.,-1,-1,-1,-1,41,46,64,21.7,35,998,50,58,62,69,18,11.1,-1,50,42,45,70,.,.,.,.,-1,-1,-1,-1,-1,-1,19.9,28,1006,58.1,57,65,72,18,17,26,-3,-3,11,21.5,35.3,1010,56.7,64,72,74,.,.,.,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"015801",.,0,711,25.9,6,17,18,.,.,.,-1,-1,-1,-1,8,14,15,.,0,716,31.3,9,27,27,.,0,711,29.2,6,18,13,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,18.2,-3,-3,-3,7,13,13,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015802",-1,0,-1,10.5,21,27,44,.,-1,-1,3.8,22,30,60,17,23,46,-1,0,-1,14.3,-3,10,30,-1,-1,-1,11.5,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,4.5,60,60,67,11,20,40,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015806",-1,0,813,59.4,20,31,34,-1,0,788,88.2,-3,7,27,21,36,45,-1,0,808,71,35,45,62,-1,0,822,47.7,31,41,40,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,820,48.5,8,20,12,4,13,33,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015807",.,0,874,4.9,28,31,50,.,0,813,15.8,23,29,62,30,33,48,.,0,820,5.4,27,27,47,.,-1,-1,2.6,28,31,47,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,4.1,29,36,54,26,29,43,-1,-1,-1,.,.,.,0,33,33,46,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015812",.,.,.,0,-3,-3,9,.,.,.,.,-1,-1,-1,-3,-3,11,.,.,.,0,-1,-1,14,.,.,.,0,-3,-3,10,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,-3,-3,10,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015814",.,-1,-1,4.2,13,9,56,.,.,.,-1,-1,-1,-1,-3,-3,50,.,.,.,0,-3,-3,67,.,.,.,0,13,9,56,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,16.7,-1,-1,-1,-3,-3,50,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015815",.,.,.,0,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015816",.,-1,-1,17.6,10,30,27,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,20,-1,-1,-1,.,-1,-1,8.3,14,29,25,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,16.7,-3,13,22,-3,13,22,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015817",-1,-1,.,1.4,11,19,30,.,.,.,.,-1,-1,-1,12,22,28,-1,-1,.,2.1,15,20,36,-1,-1,.,1.5,11,20,26,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-3,17,17,11,20,26,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015819",.,0,830,15.6,7,30,30,.,-1,-1,20,-3,-3,17,-3,-3,30,.,0,830,35.7,14,21,50,.,-1,-1,36.4,-3,13,29,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-3,38,8,5,22,25,-1,-1,-1,.,.,.,0,14,50,36,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015820",.,.,.,0,8,14,57,.,.,.,-1,-1,-1,-1,13,10,70,.,.,.,0,-3,13,50,.,.,.,0,9,17,54,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,17,-1,8,14,57,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015822",15.6,0,839,64.3,23,46,38,.,.,.,.,-1,-1,-1,14,29,29,-1,-1,-1,57.1,33,50,33,15.6,0,839,64.3,23,46,38,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,-1,71.4,14,43,43,-3,33,33,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015823",.,.,.,0,13,17,44,.,.,.,-1,-1,-1,-1,18,23,45,.,.,.,0,17,29,50,.,.,.,0,14,19,43,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,10,9,40,15,13,46,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015824",.,.,.,0,8,8,46,.,.,.,.,-1,-1,-1,10,10,60,.,.,.,0,-3,-3,29,.,.,.,0,8,8,50,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,17,17,67,-3,-3,57,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015827",-1,33.3,981,-2,57,71,67,.,.,.,.,-1,-1,-1,63,75,63,-1,22.2,940,-2,63,63,78,-1,22.2,950,100,50,75,56,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,50,1043,100,50,83,50,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015830",21.9,16.7,949,44.4,43,43,67,-1,-1,-1,-2,-1,-1,-1,63,63,88,-1,-1,-1,27.3,43,43,-4,22,16.7,956,35.3,58,58,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.5,11.1,917,56.3,43,43,50,22,22,67,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015831",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015832",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015833",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015901",24.2,57.7,1122,91.4,76,81,86,-1,0,938,83.3,40,60,67,45,55,60,23.9,54.7,1098,88.8,74,77,89,22,39.4,1053,75.9,60,67,75,.,.,.,.,-1,-1,-1,-1,-1,-1,24.5,60.8,1146,94.3,78,85,82,35,43,57,-3,29,10,24.8,63.7,1145,97.8,83,86,90,.,.,.,.,-1,-1,-1,-1,-1,-1,80,60,80,80,.,.,.,.,-1,-1,-1
"015904",17.1,4.9,842,50.9,39,47,64,.,-1,-1,-1,-1,-1,-1,36,44,62,16.9,3.2,835,56.4,41,46,70,17,4.6,836,50.7,39,46,64,.,-1,-1,-1,-1,-1,-1,-3,-3,-3,17.5,7.7,852,44.3,36,47,57,23,29,56,8,7,24,20.8,10,982,45.5,48,48,77,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"015905",15.8,3.8,819,55,32,49,48,-1,-1,-1,-1,-1,-1,-1,31,48,47,16.1,3.2,817,53.6,31,44,52,15.7,3.8,820,54.8,32,49,48,.,.,.,.,-1,-1,-1,-1,-1,-1,15.3,4.4,821,56.7,32,54,43,17,32,35,-3,7,-3,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015906",24.3,45.8,1075,70.6,64,65,82,21.4,33.3,965,85.7,47,53,87,-1,-1,-1,25.2,42.9,1074,71.8,63,63,85,-1,28.6,1021,63.6,67,60,90,.,.,.,.,-1,-1,-1,-1,-1,-1,23.3,50,1076,69,64,67,79,17,25,29,-1,-1,-1,25.7,52.4,1119,65.6,66,69,73,-1,66.7,1183,85.7,-4,86,-4,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015907",16.5,5.4,833,59.8,34,44,54,14.3,3.1,761,77.4,27,39,52,33,43,52,16.3,4.1,818,64.8,35,44,60,16.5,4.9,833,58.6,33,44,54,.,-1,-1,-1,-1,-1,-1,8,21,14,16.7,7,851,54.4,32,44,48,13,23,40,1,4,9,21.2,23.5,959,56.7,53,55,63,-1,14.3,939,87.5,50,83,67,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015908",18.2,4.2,879,39,35,44,59,-1,-1,-1,-1,-1,40,-1,34,43,58,19,5.2,880,43.6,35,43,62,18.3,3.8,874,38.3,35,44,58,.,.,.,.,-1,-1,-1,-3,-3,-3,17.1,2.8,878,34.1,35,45,55,10,15,42,-3,5,10,.,16.7,1005,60,50,50,91,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015909",17.9,6,836,70.2,32,38,57,.,-1,-1,-1,-1,-1,-1,28,34,54,17.7,4.8,797,71.6,28,35,61,17.4,4.6,813,65.9,29,35,55,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,18.5,7,869,68.9,35,41,54,8,14,42,-3,-3,-3,-1,15,916,87,50,55,71,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015910",22.3,35.9,1028,69.8,60,70,75,18.4,16.2,927,66,37,45,61,42,55,62,22,32.3,1012,71.3,59,66,78,20.9,25.2,977,59.8,51,62,70,-1,46.2,1040,65,63,81,71,3,23,3,22.6,39.8,1046,68.2,61,74,73,30,40,58,11,22,30,23.6,47.2,1085,80.2,74,81,85,22.5,32.7,1026,65.5,56,67,76,23.3,44,1068,87.4,66,80,72,-1,20,-1,-2,40,60,40
"015911",19.9,12.9,914,54.7,43,51,64,18.2,3.3,825,71.4,29,34,63,34,44,53,20.4,17.4,922,57.8,47,55,73,19.7,13.2,914,50.5,42,51,62,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,19.2,7.8,906,51.6,39,48,55,11,16,41,4,8,7,20.7,16.5,945,56.9,48,57,68,-1,0,-1,71.4,29,43,43,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"015912",18.7,5.8,836,45,32,43,54,.,0,716,70,30,30,60,28,39,49,18.5,3.9,812,48.7,31,40,58,18.2,5.5,830,43,32,43,52,.,-1,-1,-1,-1,-1,-1,-3,-3,-3,18.8,8.1,866,41.4,33,46,49,18,26,42,11,11,17,-1,8.7,915,54.8,35,46,62,.,-1,-1,50,25,25,63,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015913",22.8,33.3,1017,85.7,56,68,80,19.7,22.2,1006,-2,38,50,88,-1,-1,-1,23.9,30.8,1021,92.9,54,69,77,-1,42.9,1031,-2,83,83,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,21.3,36.4,1012,78.6,58,67,83,-1,-1,-1,-1,-1,-1,-1,50,1017,60,63,75,63,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015914",23,31,1006,87.9,64,66,88,-1,7.1,914,82.4,50,50,94,45,45,91,22.7,36,1002,83.3,57,57,86,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,23.3,27.3,1010,91.7,69,72,89,18,18,65,-1,-1,-1,24.4,37.8,1049,88.1,73,76,90,-1,-1,-1,80,20,20,40,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015915",21.4,29.6,998,64.3,61,69,76,19,16.7,927,73.9,50,57,72,48,59,65,21.1,27.1,983,68.1,61,66,80,20,21.6,958,56.2,55,64,71,-1,28.6,985,63.6,60,60,70,-1,-3,-1,21.8,32.3,1015,60.3,60,71,72,37,47,61,20,30,36,23.8,43,1067,75.8,73,80,85,22.1,40.4,1050,79.2,71,76,84,24.2,50,1103,88.1,78,87,81,23.2,28.6,1066,87.5,88,-4,88
"015916",19.5,15,919,54,41,55,62,17.9,5,849,68.4,30,41,56,33,47,57,19.1,12.7,911,57.7,44,52,69,20.6,16.6,933,46.6,42,54,64,-1,-1,-1,50,60,60,80,-3,7,6,20.1,17.8,927,50.2,39,57,56,22,35,52,8,14,12,20.3,28.8,997,47.6,51,69,67,-1,11.8,985,73.9,54,75,56,-1,20,975,64.5,50,71,75,.,.,.,.,-1,-1,-1
"015917",16.9,5.8,858,57.5,38,56,53,.,-1,-1,-1,-1,-1,-1,34,55,48,17.2,4.5,836,65.7,39,55,57,16.5,4.8,849,53.7,35,53,51,.,.,.,.,-1,-1,-1,-3,14,-3,16.3,7.6,886,49.3,36,56,49,22,37,41,-3,10,7,19.4,14.3,905,77.8,62,81,65,-1,-1,-1,-1,-1,-1,-1,-1,0,806,83.3,40,80,60,.,.,.,.,-1,-1,-1
"016901",21.4,4.5,874,78.6,45,55,55,-1,-1,-1,-1,-1,-1,-1,20,40,25,-1,16.7,940,60,50,50,70,.,0,826,100,50,67,38,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,851,88.9,43,57,48,14,29,25,-3,-3,14,-1,7.1,878,77.8,50,55,65,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"016902",20.4,22,999,74.6,47,64,66,-1,-1,-1,-2,-1,-1,-1,33,67,56,20.1,20.8,1077,77.4,48,69,72,17.2,0,-1,58.3,36,55,45,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,23.1,952,72.2,46,59,61,19,38,41,-1,-1,-1,20.7,25.6,981,75,49,67,69,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"017901",21.3,31.6,-1,95,68,86,82,-1,-1,.,-1,-1,-1,-1,83,-4,83,20.5,23.1,-1,100,79,79,-4,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,23.2,50,.,85.7,50,-4,50,55,73,82,-1,-1,-1,22.2,38.5,-1,92.9,67,93,73,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018901",20.8,23.3,1031,53.6,60,78,70,.,.,.,.,-1,-1,-1,42,65,57,21.5,28.6,1065,56.8,66,81,71,-1,-1,-1,25,38,69,38,.,.,.,.,-1,-1,-1,-1,-1,-1,18.5,11.1,997,47.4,52,74,68,31,47,56,-1,-1,50,20.5,24,1021,61,69,79,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"018902",18.2,10.5,977,70.4,29,38,57,-1,-1,.,-1,-1,-1,-1,8,25,36,17.9,8.3,930,75,17,22,58,-1,-1,.,33.3,-3,-3,17,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,14.3,1034,63.6,50,64,55,25,22,38,-1,-1,-1,18.9,14.3,977,77.8,42,50,67,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"018903",.,-1,-1,28.6,33,67,33,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,40,20,60,20,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018904",21,23.1,1036,43.3,59,66,69,.,.,.,.,-1,-1,-1,27,45,46,19.9,12.5,-1,42.1,67,78,80,.,.,.,0,33,33,57,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,40,-1,45.5,45,45,50,25,33,47,-1,-1,-1,21,23.1,1036,54.2,65,74,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018905",18.6,25,.,61.5,47,53,56,.,.,.,.,-1,-1,-1,33,44,44,-1,-1,.,42.9,43,43,63,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,20,.,83.3,50,63,50,30,40,50,-1,-1,-1,18.6,25,.,66.7,43,50,53,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018906",-1,-1,-1,44.4,63,75,63,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,60,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,71,86,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018907",-1,27.3,1035,57.9,74,84,75,.,.,.,.,-1,-1,-1,67,78,70,-1,-1,-1,50,50,63,63,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,28.6,1107,63.6,91,-4,83,67,67,70,-1,-1,-1,-1,30,1035,55.6,72,83,74,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"018908",-1,-1,-1,80,40,80,40,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"019901",19,26.2,.,67.7,44,59,54,14.1,12.5,.,72.7,29,29,40,41,48,50,18.8,23.8,.,80.8,50,57,64,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,28.6,.,58.3,39,61,46,-3,-3,-3,-3,-3,17,20.5,29,.,68.9,49,69,58,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"019902",19.2,20.9,.,65.2,35,55,50,15,0,.,92.9,20,25,38,13,42,25,19.3,20,.,71.4,29,45,45,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,19.2,21.7,.,60.5,39,63,54,-3,6,19,-3,11,11,21,28.6,.,63.6,43,69,53,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"019903",18.9,7.1,-1,90.3,55,64,73,-1,-1,.,-2,-1,-1,-1,40,40,60,19.6,8.3,-1,92.3,57,64,79,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,6.3,-1,88.9,53,63,68,-1,-1,-1,-1,-1,-1,19.2,7.4,-1,93.1,53,63,73,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"019905",20.3,25,981,75.3,58,65,74,16.1,0,-1,93.3,38,44,47,41,50,55,19,16.7,-1,78.9,54,56,79,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.3,32.4,-1,72.3,61,73,70,17,30,52,-3,-3,33,21.5,33.3,1010,72.7,64,71,82,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
